id,book_url,Book-Title,Book-Author,author_url,score,ISBN,rating,rating_count,review_count,page_count,year,genres
10917,/book/show/10917.My_Sister_s_Keeper,My Sister's Keeper,Jodi Picoult,https://www.goodreads.com/author/show/7128.Jodi_Picoult,339322,9780743454537,4.08,1041641,33209,423,2005,Fiction
10964,/book/show/10964.Outlander,"Outlander (Outlander, #1)",Diana Gabaldon,https://www.goodreads.com/author/show/3617.Diana_Gabaldon,337875,9780440242949,4.23,798091,44717,850,2005,Historical
2429135,/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,https://www.goodreads.com/author/show/706255.Stieg_Larsson,335081,null,4.14,2544692,68083,465,2008,Fiction
136251,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,333556,9780545010221,4.62,2725569,63791,759,2007,Fantasy
39988,/book/show/39988.Matilda,Matilda,Roald Dahl,https://www.goodreads.com/author/show/4273.Roald_Dahl,332753,9780141301068,4.32,617016,15947,240,1998,Childrens
34,/book/show/34.The_Fellowship_of_the_Ring,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,331965,9780618346257,4.36,2304823,21681,398,2003,Fantasy
17899948,/book/show/17899948-rebecca,Rebecca,Daphne du Maurier,https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier,328317,9780316323703,4.23,430751,22157,449,2013,Classics
52892857,/book/show/52892857-the-color-purple,The Color Purple,Alice Walker,https://www.goodreads.com/author/show/7380.Alice_Walker,315167,9780143135692,4.21,504469,14459,304,2019,Classics
14891,/book/show/14891.A_Tree_Grows_in_Brooklyn,A Tree Grows in Brooklyn,Betty  Smith,https://www.goodreads.com/author/show/2327917.Betty_Smith,307886,9780061120077,4.27,380787,20170,496,2006,Classics
40961427,/book/show/40961427-1984,1984,George Orwell,https://www.goodreads.com/author/show/3706.George_Orwell,301843,null,4.18,3024017,67033,237,2013,Classics
41817486,/book/show/41817486-a-clockwork-orange,A Clockwork Orange,Anthony Burgess,https://www.goodreads.com/author/show/5735.Anthony_Burgess,300486,9780393341768,3.99,585296,13372,240,2019,Classics
6288,/book/show/6288.The_Road,The Road,Cormac McCarthy,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,298802,9780307265432,3.97,700221,45005,241,2006,Fiction
4934,/book/show/4934.The_Brothers_Karamazov,The Brothers Karamazov,Fyodor Dostoyevsky,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,296535,9780374528379,4.32,235417,10651,796,2002,Classics
252577,/book/show/252577.Angela_s_Ashes,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,https://www.goodreads.com/author/show/3347.Frank_McCourt,289201,9780007205233,4.11,527994,11727,452,2005,Nonfiction
345627,/book/show/345627.Vampire_Academy,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,https://www.goodreads.com/author/show/137902.Richelle_Mead,275150,9781595141743,4.12,535889,21922,332,2007,Young Adult
7244,/book/show/7244.The_Poisonwood_Bible,The Poisonwood Bible,Barbara Kingsolver,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,269798,9780060786502,4.06,649406,22942,546,2005,Fiction
52036,/book/show/52036.Siddhartha,Siddhartha,Hermann Hesse,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,269725,null,4.03,563652,16851,152,1981,Classics
119322,/book/show/119322.The_Golden_Compass,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,https://www.goodreads.com/author/show/3618.Philip_Pullman,252068,9780679879244,3.98,1254570,21627,399,1996,Fantasy
3836,/book/show/3836.Don_Quixote,Don Quixote,Miguel de Cervantes Saavedra,https://www.goodreads.com/author/show/4037220.Miguel_de_Cervantes_Saavedra,250941,9780142437230,3.88,202569,7789,1023,2003,Classics
662,/book/show/662.Atlas_Shrugged,Atlas Shrugged,Ayn Rand,https://www.goodreads.com/author/show/432.Ayn_Rand,247445,9780452011878,3.69,348149,17053,1168,1999,Classics
2165,/book/show/2165.The_Old_Man_and_the_Sea,The Old Man and the Sea,Ernest Hemingway,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,231936,9780684830490,3.78,805327,24218,96,1996,Classics
5,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,229872,9780439655484,4.57,2704277,53417,435,2004,Fantasy
33648131,/book/show/33648131-the-notebook,"The Notebook (The Notebook, #1)",Nicholas Sparks,https://www.goodreads.com/author/show/2345.Nicholas_Sparks,226168,null,4.10,1301353,19727,227,2000,Romance
99107,/book/show/99107.Winnie_the_Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,https://www.goodreads.com/author/show/81466.A_A_Milne,214744,9780525467564,4.35,260902,4617,145,2001,Classics
23919,/book/show/23919.The_Complete_Stories_and_Poems,The Complete Stories and Poems,Edgar Allan Poe,https://www.goodreads.com/author/show/4624490.Edgar_Allan_Poe,213957,9780385074070,4.38,213034,2166,821,1984,Classics
4473,/book/show/4473.A_Prayer_for_Owen_Meany,A Prayer for Owen Meany,John Irving,https://www.goodreads.com/author/show/3075.John_Irving,205955,9780552135399,4.23,282710,13586,637,1990,Fiction
43763,/book/show/43763.Interview_with_the_Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,https://www.goodreads.com/author/show/7577.Anne_Rice,204905,9780345476876,4.00,473043,9956,342,2004,Horror
153747,/book/show/153747.Moby_Dick_or_the_Whale,"Moby-Dick or, the Whale",Herman Melville,https://www.goodreads.com/author/show/1624.Herman_Melville,200963,9780142437247,3.50,470744,15149,654,2003,Classics
4989,/book/show/4989.The_Red_Tent,The Red Tent,Anita Diamant,https://www.goodreads.com/author/show/626222.Anita_Diamant,180729,9780312353766,4.18,511323,19045,336,2005,Historical
37435,/book/show/37435.The_Secret_Life_of_Bees,The Secret Life of Bees,Sue Monk Kidd,https://www.goodreads.com/author/show/4711.Sue_Monk_Kidd,178535,9780142001745,4.05,1098795,30073,302,2003,Fiction
6,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,172056,null,4.56,2510115,44806,734,2002,Fantasy
7171637,/book/show/7171637-clockwork-angel,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,171692,9781416975861,4.33,641682,30722,481,2010,Fantasy
16299,/book/show/16299.And_Then_There_Were_None,And Then There Were None,Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,157229,9780312330873,4.26,776718,31245,264,2004,Mystery
2187,/book/show/2187.Middlesex,Middlesex,Jeffrey Eugenides,https://www.goodreads.com/author/show/1467.Jeffrey_Eugenides,156234,9780312422158,4.01,574776,22946,529,2003,Fiction
1,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,155771,null,4.57,2363861,38035,652,2006,Fantasy
49552,/book/show/49552.The_Stranger,The Stranger,Albert Camus,https://www.goodreads.com/author/show/957894.Albert_Camus,154052,null,3.98,681177,22324,123,1989,Classics
117833,/book/show/117833.The_Master_and_Margarita,The Master and Margarita,Mikhail Bulgakov,https://www.goodreads.com/author/show/3873.Mikhail_Bulgakov,149640,9780679760801,4.29,232788,11034,335,1996,Fiction
186074,/book/show/186074.The_Name_of_the_Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,https://www.goodreads.com/author/show/108424.Patrick_Rothfuss,148963,9780756404079,4.54,688837,40743,662,2007,Fantasy
11588,/book/show/11588.The_Shining,The Shining,Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,148171,9780450040184,4.23,1090256,23519,659,1980,Horror
24583,/book/show/24583.The_Adventures_of_Tom_Sawyer,The Adventures of Tom Sawyer,Mark Twain,https://www.goodreads.com/author/show/1244.Mark_Twain,146031,9780143039563,3.91,739818,9690,244,2006,Classics
113436,/book/show/113436.Eragon,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,https://www.goodreads.com/author/show/8349.Christopher_Paolini,143209,9780375826696,3.90,1402791,21750,503,2005,Fantasy
6310,/book/show/6310.Charlie_and_the_Chocolate_Factory,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,https://www.goodreads.com/author/show/4273.Roald_Dahl,142535,9780142403884,4.14,642587,11592,176,2005,Childrens
36576608,/book/show/36576608-flowers-for-algernon,Flowers for Algernon,Daniel Keyes,https://www.goodreads.com/author/show/11072.Daniel_Keyes,140164,null,4.13,465003,17596,216,1966,Fiction
70401,/book/show/70401.On_the_Road,On the Road,Jack Kerouac,https://www.goodreads.com/author/show/1742.Jack_Kerouac,139949,9780140042597,3.62,340371,14644,307,1976,Classics
99561,/book/show/99561.Looking_for_Alaska,Looking for Alaska,John Green,https://www.goodreads.com/author/show/1406384.John_Green,138376,null,4.03,1084064,55417,221,2006,Young Adult
485894,/book/show/485894.The_Metamorphosis,The Metamorphosis,Franz Kafka,https://www.goodreads.com/author/show/5223.Franz_Kafka,138186,null,3.82,613496,16702,201,1972,Classics
1232,/book/show/1232.The_Shadow_of_the_Wind,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,https://www.goodreads.com/author/show/815.Carlos_Ruiz_Zaf_n,137744,null,4.27,442273,34274,487,2005,Fiction
1618,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,The Curious Incident of the Dog in the Night-Time,Mark Haddon,https://www.goodreads.com/author/show/1050.Mark_Haddon,136399,9781400032716,3.88,1163806,43460,226,2004,Fiction
4948,/book/show/4948.The_Very_Hungry_Caterpillar,The Very Hungry Caterpillar,Eric Carle,https://www.goodreads.com/author/show/3362.Eric_Carle,136059,9780241003008,4.30,384386,7754,26,1994,Childrens
6900,/book/show/6900.Tuesdays_with_Morrie,Tuesdays with Morrie,Mitch Albom,https://www.goodreads.com/author/show/2331.Mitch_Albom,134797,9780751529814,4.11,760713,25267,210,2000,Nonfiction
9717,/book/show/9717.The_Unbearable_Lightness_of_Being,The Unbearable Lightness of Being,Milan Kundera,https://www.goodreads.com/author/show/6343.Milan_Kundera,134219,9780571224388,4.10,329879,14854,320,2009,Fiction
119073,/book/show/119073.The_Name_of_the_Rose,The Name of the Rose,Umberto Eco,https://www.goodreads.com/author/show/1730.Umberto_Eco,130906,9780156001311,4.12,290559,8595,536,1994,Fiction
10365,/book/show/10365.Where_the_Red_Fern_Grows,Where the Red Fern Grows,Wilson Rawls,https://www.goodreads.com/author/show/6810.Wilson_Rawls,130374,9780375806810,4.08,334136,10894,272,2000,Classics
12296,/book/show/12296.The_Scarlet_Letter,The Scarlet Letter,Nathaniel Hawthorne,https://www.goodreads.com/author/show/7799.Nathaniel_Hawthorne,127422,9780142437261,3.41,691258,14423,279,2003,Classics
22034,/book/show/22034.The_Godfather,The Godfather,Mario Puzo,https://www.goodreads.com/author/show/12605.Mario_Puzo,126791,null,4.37,323845,8386,448,2002,Fiction
15881,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,126028,9780439064866,4.43,2634541,50890,341,1999,Fantasy
168642,/book/show/168642.In_Cold_Blood,In Cold Blood,Truman Capote,https://www.goodreads.com/author/show/431149.Truman_Capote,124712,9780679745587,4.07,510475,16144,343,1994,Nonfiction
3431,/book/show/3431.The_Five_People_You_Meet_in_Heaven,The Five People You Meet in Heaven,Mitch Albom,https://www.goodreads.com/author/show/2331.Mitch_Albom,124426,9781401308582,3.94,567849,20250,196,2003,Fiction
36236124,/book/show/36236124-fight-club,Fight Club,Chuck Palahniuk,https://www.goodreads.com/author/show/2546.Chuck_Palahniuk,124173,9780393355949,4.19,486975,14128,218,2018,Fiction
6339664,/book/show/6339664-hush-hush,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,https://www.goodreads.com/author/show/2876763.Becca_Fitzpatrick,123977,9781416989417,3.97,557094,24561,391,2009,Young Adult
256008,/book/show/256008.Lonesome_Dove,Lonesome Dove,Larry McMurtry,https://www.goodreads.com/author/show/1055.Larry_McMurtry,119139,9780671683900,4.49,143572,7279,960,1999,Fiction
233093,/book/show/233093.The_Cat_in_the_Hat,The Cat in the Hat,Dr. Seuss,https://www.goodreads.com/author/show/61105.Dr_Seuss,118886,9780394800011,4.17,411113,5702,61,1985,Childrens
30165203,/book/show/30165203-american-gods,"American Gods (American Gods, #1)",Neil Gaiman,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,118212,null,4.11,737721,37848,635,2011,Fantasy
38709,/book/show/38709.Holes,"Holes (Holes, #1)",Louis Sachar,https://www.goodreads.com/author/show/6569.Louis_Sachar,117707,9780439244190,3.97,945043,20035,233,2000,Young Adult
343,/book/show/343.Perfume,Perfume: The Story of a Murderer,Patrick Süskind,https://www.goodreads.com/author/show/39402.Patrick_S_skind,117183,9780140120837,4.02,313135,13944,263,1987,Fiction
7126,/book/show/7126.The_Count_of_Monte_Cristo,The Count of Monte Cristo,Alexandre Dumas,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,116688,9780140449266,4.25,731027,20622,1276,2003,Classics
100915,/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,https://www.goodreads.com/author/show/1069006.C_S_Lewis,116110,null,4.22,2071593,21044,206,2005,Fantasy
830502,/book/show/830502.It,It,Stephen King,https://www.goodreads.com/author/show/3389.Stephen_King,115349,9780450411434,4.24,773172,24460,1116,1987,Horror
472331,/book/show/472331.Watchmen,Watchmen,Alan Moore,https://www.goodreads.com/author/show/3961.Alan_Moore,114982,9780930289232,4.36,479760,13770,416,2005,Sequential Art
114345,/book/show/114345.The_Little_House_Collection,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,114122,9780060529963,4.34,139740,2167,2700,2003,Classics
4556058,/book/show/4556058-the-last-olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,https://www.goodreads.com/author/show/15872.Rick_Riordan,114013,9781423101475,4.51,640064,22487,381,2009,Fantasy
6656,/book/show/6656.The_Divine_Comedy,The Divine Comedy,Dante Alighieri,https://www.goodreads.com/author/show/5031312.Dante_Alighieri,112971,9780679433132,4.06,112811,3715,798,1995,Classics
34268,/book/show/34268.Peter_Pan,Peter Pan,J.M. Barrie,https://www.goodreads.com/author/show/5255014.J_M_Barrie,112663,9780805072457,4.07,262882,10947,176,2003,Classics
